,Date,Open,High,Low,Close
0,2020-01-02,100.01000213623048,103.1500015258789,99.66000366210938,103.1500015258789
1,2020-01-03,101.0999984741211,104.5500030517578,100.76000213623048,103.5199966430664
2,2020-01-06,102.73999786376952,107.73999786376952,101.7699966430664,107.45999908447266
3,2020-01-07,107.62999725341795,109.94000244140624,107.37000274658205,108.05999755859376
4,2020-01-08,108.8000030517578,110.81999969482422,108.1999969482422,109.38999938964844
5,2020-01-09,111.33000183105467,113.1500015258789,110.36000061035156,113.0199966430664
6,2020-01-10,115.0,116.48999786376952,114.0500030517578,115.73999786376952
7,2020-01-13,117.29000091552734,120.4499969482422,116.8499984741211,120.33999633789062
8,2020-01-14,120.06999969482422,120.86699676513672,117.20999908447266,119.0199966430664
9,2020-01-15,119.43000030517578,123.77999877929688,119.22000122070312,119.87999725341795
10,2020-01-16,121.23999786376952,121.5999984741211,118.3000030517578,119.58000183105467
11,2020-01-17,119.22000122070312,120.4800033569336,118.0500030517578,119.36000061035156
12,2020-01-21,118.9000015258789,120.52999877929688,117.2300033569336,119.08000183105467
13,2020-01-22,119.8499984741211,120.9000015258789,118.91999816894533,119.12000274658205
14,2020-01-23,120.0,121.83000183105467,118.83000183105467,120.8000030517578
15,2020-01-24,122.01000213623048,123.37000274658205,119.5500030517578,121.37999725341795
16,2020-01-27,116.91999816894533,121.11000061035156,115.0199966430664,120.5500030517578
17,2020-01-28,122.43000030517578,125.7770004272461,121.12000274658205,122.76000213623048
18,2020-01-29,123.9000015258789,125.19000244140624,121.66000366210938,123.8000030517578
19,2020-01-30,122.5,125.58999633789062,122.01000213623048,124.80999755859376
20,2020-01-31,126.52999877929688,127.5,122.95999908447266,124.33999633789062
21,2020-02-03,124.30999755859376,128.17999267578125,123.37999725341795,128.17999267578125
22,2020-02-04,130.38999938964844,132.02000427246094,128.60000610351562,131.89999389648438
23,2020-02-05,133.0,133.0,126.4000015258789,127.1500015258789
24,2020-02-06,120.5999984741211,125.66000366210938,116.37999725341795,117.87000274658205
25,2020-02-07,119.77999877929688,122.87999725341795,117.91999816894533,122.20999908447266
26,2020-02-10,122.3000030517578,126.77999877929688,121.58999633789062,125.70999908447266
27,2020-02-11,126.43000030517578,127.16999816894533,124.45999908447266,125.41000366210938
28,2020-02-12,125.55999755859376,126.18000030517578,122.4499969482422,125.91999816894533
29,2020-02-13,125.62999725341795,130.52999877929688,125.0,128.6699981689453
30,2020-02-14,128.8699951171875,129.7259979248047,127.51000213623048,127.73999786376952
31,2020-02-18,127.5,129.1300048828125,126.0199966430664,128.13999938964844
32,2020-02-19,128.75999450683594,129.64999389648438,127.91999816894533,128.05999755859375
33,2020-02-20,128.0,128.55999755859375,123.0999984741211,126.70999908447266
34,2020-02-21,125.37999725341795,125.73999786376952,120.9000015258789,123.2699966430664
35,2020-02-24,115.0,118.60199737548828,113.02999877929688,117.94000244140624
36,2020-02-25,119.0,120.125,111.66500091552734,112.30999755859376
37,2020-02-26,113.11000061035156,115.83999633789062,111.12000274658205,112.95999908447266
38,2020-02-27,107.5199966430664,114.9000015258789,105.2699966430664,110.91000366210938
39,2020-02-28,105.97000122070312,112.6500015258789,105.7300033569336,112.63999938964844
40,2020-03-02,113.6999969482422,114.25,108.01000213623048,111.4800033569336
41,2020-03-03,111.56999969482422,112.27999877929688,102.26000213623048,105.37000274658205
42,2020-03-04,106.86000061035156,107.26000213623048,103.83100128173828,104.87999725341795
43,2020-03-05,103.80999755859376,108.58000183105467,102.83999633789062,105.98999786376952
44,2020-03-06,103.5,104.3499984741211,98.58000183105467,101.7699966430664
45,2020-03-09,92.87999725341795,98.98999786376952,91.0,93.0500030517578
46,2020-03-10,96.47000122070312,96.80999755859376,89.55000305175781,92.61000061035156
47,2020-03-11,90.18000030517578,92.41999816894533,85.17500305175781,87.01000213623047
48,2020-03-12,77.08000183105469,82.81999969482422,75.75,78.33999633789062
49,2020-03-13,83.18000030517578,83.18000030517578,73.72000122070312,79.98999786376953
50,2020-03-16,69.41999816894531,77.98999786376953,68.05599975585938,71.69999694824219
51,2020-03-17,72.2300033569336,80.66000366210938,72.2300033569336,77.62000274658203
52,2020-03-18,72.56999969482422,78.45999908447266,70.26000213623047,74.08999633789062
53,2020-03-19,74.25,83.30999755859375,71.56999969482422,82.5
54,2020-03-20,83.22000122070312,89.38999938964844,83.01000213623047,84.13999938964844
55,2020-03-23,84.61000061035156,90.48999786376952,81.35700225830078,89.73999786376953
56,2020-03-24,93.0,98.73999786376952,93.0,97.52999877929688
57,2020-03-25,98.88999938964844,101.79000091552734,95.76000213623048,96.83000183105467
58,2020-03-26,97.20999908447266,102.68499755859376,96.7699966430664,100.69000244140624
59,2020-03-27,98.0,98.95999908447266,95.51000213623048,96.62999725341795
60,2020-03-30,97.56999969482422,99.41999816894533,95.30999755859376,97.0
61,2020-03-31,92.33999633789062,95.4499969482422,88.94000244140625,89.48999786376953
62,2020-04-01,87.0,87.87999725341797,84.54000091552734,84.93000030517578
63,2020-04-02,83.79000091552734,86.41000366210938,81.51000213623047,83.31999969482422
64,2020-04-03,82.58000183105469,83.0,79.25,80.69000244140625
65,2020-04-06,84.0,86.94999694824219,82.44000244140625,86.66000366210938
66,2020-04-07,88.0,90.29000091552734,84.0199966430664,87.22000122070312
67,2020-04-08,88.44999694824219,92.3499984741211,88.1500015258789,91.7300033569336
68,2020-04-09,92.58000183105467,97.4499969482422,92.13999938964844,95.33999633789062
69,2020-04-13,95.3000030517578,96.29000091552734,92.70800018310548,95.88999938964844
70,2020-04-14,98.54000091552734,100.91999816894533,98.01000213623048,98.79000091552734
71,2020-04-15,99.45999908447266,101.69000244140624,97.4250030517578,100.81999969482422
72,2020-04-16,101.8499984741211,106.81999969482422,101.5199966430664,103.62999725341795
73,2020-04-17,106.5,108.31999969482422,104.38300323486328,107.87999725341795
74,2020-04-20,106.5999984741211,111.48999786376952,106.5500030517578,108.37000274658205
75,2020-04-21,107.52999877929688,109.48500061035156,100.41000366210938,105.0
76,2020-04-22,106.9000015258789,109.36000061035156,105.875,107.88999938964844
77,2020-04-23,105.0,109.43000030517578,105.0,107.51000213623048
78,2020-04-24,108.08000183105467,110.8000030517578,105.6999969482422,109.9499969482422
79,2020-04-27,111.1500015258789,112.68699645996094,108.91200256347656,109.41999816894533
80,2020-04-28,110.0500030517578,110.56999969482422,104.4000015258789,104.58999633789062
81,2020-04-29,106.06999969482422,111.9800033569336,105.4000015258789,111.3000030517578
82,2020-04-30,111.12999725341795,116.83999633789062,110.8000030517578,112.3000030517578
83,2020-05-01,109.38999938964844,113.69000244140624,107.9540023803711,107.9800033569336
84,2020-05-04,106.9800033569336,113.91999816894533,106.23699951171876,113.25
85,2020-05-05,115.27999877929688,119.19000244140624,114.0500030517578,116.56999969482422
86,2020-05-06,117.0500030517578,123.63999938964844,116.51000213623048,122.4000015258789
87,2020-05-07,152.39999389648438,176.3699951171875,152.39999389648438,170.88999938964844
88,2020-05-08,167.00999450683594,182.38999938964844,165.11000061035156,179.69000244140625
89,2020-05-11,179.97999572753906,189.97000122070312,179.0,186.6100006103516
90,2020-05-12,187.0,197.1499938964844,181.6000061035156,190.2899932861328
91,2020-05-13,192.1100006103516,195.5449981689453,180.3000030517578,187.4199981689453
92,2020-05-14,186.07000732421875,193.0659942626953,183.7729949951172,191.8600006103516
93,2020-05-15,188.41000366210935,195.1499938964844,187.8000030517578,189.22000122070312
94,2020-05-18,189.6300048828125,193.6999969482422,183.1000061035156,183.38999938964844
95,2020-05-19,183.0500030517578,188.4900054931641,180.55499267578125,183.2400054931641
96,2020-05-20,187.1199951171875,192.6499938964844,186.30999755859372,191.91000366210935
97,2020-05-21,192.8999938964844,197.3000030517578,188.0399932861328,194.0
98,2020-05-22,200.1699981689453,209.5,196.1100006103516,208.6199951171875
99,2020-05-26,209.0,209.94000244140625,195.0,196.3999938964844
100,2020-05-27,189.3300018310547,192.97999572753903,177.1300048828125,192.3500061035156
101,2020-05-28,190.3300018310547,198.6999969482422,189.4199981689453,191.3999938964844
102,2020-05-29,197.5200042724609,197.91000366210935,192.02999877929688,197.6000061035156
103,2020-06-01,195.7899932861328,202.75,195.2400054931641,199.0
104,2020-06-02,198.8000030517578,202.3999938964844,195.3600006103516,201.6699981689453
105,2020-06-03,199.0,203.27999877929688,197.82000732421875,200.8000030517578
106,2020-06-04,201.17999267578125,203.125,191.52999877929688,193.0500030517578
107,2020-06-05,185.5500030517578,198.97999572753903,182.1199951171875,196.7100067138672
108,2020-06-08,195.25,198.42999267578125,189.66000366210935,196.72999572753903
109,2020-06-09,197.97999572753903,199.8300018310547,193.5989990234375,194.2700042724609
110,2020-06-10,196.41000366210935,205.0,194.0,203.0800018310547
111,2020-06-11,199.47000122070312,202.77999877929688,187.52999877929688,188.4199981689453
112,2020-06-12,193.0800018310547,196.33999633789065,188.63999938964844,191.88999938964844
113,2020-06-15,198.19000244140625,204.0,193.4929962158203,203.3000030517578
114,2020-06-16,202.5,210.3999938964844,196.7400054931641,209.69000244140625
115,2020-06-17,211.30999755859372,216.6199951171875,209.25,211.27999877929688
116,2020-06-18,210.07000732421875,216.0,208.4499969482422,215.2899932861328
117,2020-06-19,218.0,218.4900054931641,210.0,210.2899932861328
118,2020-06-22,212.55999755859372,218.8000030517578,212.4720001220703,216.25
119,2020-06-23,216.97999572753903,219.63999938964844,213.5800018310547,215.25
120,2020-06-24,214.8699951171875,219.0500030517578,209.22300720214844,212.1699981689453
121,2020-06-25,212.80999755859372,216.5500030517578,207.55999755859372,216.5200042724609
122,2020-06-26,217.8699951171875,222.3800048828125,211.63999938964844,221.1499938964844
123,2020-06-29,221.02999877929688,222.1499938964844,206.55999755859372,210.9900054931641
124,2020-06-30,211.0800018310547,221.0,208.9499969482422,219.4199981689453
125,2020-07-01,218.1300048828125,228.69000244140625,217.0,227.7700042724609
126,2020-07-02,230.6100006103516,236.5,227.4600067138672,232.3500061035156
127,2020-07-06,237.66000366210935,242.0,232.57000732421875,235.44000244140625
128,2020-07-07,235.22999572753903,239.47000122070312,232.82000732421875,233.3000030517578
129,2020-07-08,235.5,244.9900054931641,234.9199981689453,243.6100006103516
130,2020-07-09,245.5,247.5,237.44000244140625,245.3000030517578
131,2020-07-10,245.0,245.3000030517578,238.6499938964844,240.5800018310547
132,2020-07-13,241.6199951171875,244.0,223.3699951171875,224.8000030517578
133,2020-07-14,222.1100006103516,227.3600006103516,214.32000732421875,223.82000732421875
134,2020-07-15,226.27999877929688,226.67999267578125,216.77999877929688,224.2700042724609
135,2020-07-16,221.97999572753903,224.0,217.2400054931641,222.3800048828125
136,2020-07-17,225.8000030517578,239.6300048828125,222.97000122070312,238.57000732421875
137,2020-07-20,240.0,264.364990234375,237.53500366210935,262.9700012207031
138,2020-07-21,263.54998779296875,264.5,250.0500030517578,260.510009765625
139,2020-07-22,262.5299987792969,271.0,260.1260070800781,262.04998779296875
140,2020-07-23,263.5,270.5,253.2899932861328,254.32000732421875
141,2020-07-24,248.5,250.47999572753903,235.6999969482422,248.2899932861328
142,2020-07-27,252.0,256.6000061035156,247.6179962158203,252.8600006103516
143,2020-07-28,252.9600067138672,256.3099975585937,249.55999755859372,249.7899932861328
144,2020-07-29,253.08999633789065,265.3599853515625,250.4709930419922,264.6199951171875
145,2020-07-30,263.489990234375,269.7799987792969,259.4100036621094,267.45001220703125
146,2020-07-31,273.0,277.4200134277344,267.1400146484375,277.4200134277344
147,2020-08-03,282.17999267578125,288.8110046386719,279.31298828125,286.3299865722656
148,2020-08-04,285.0,286.989990234375,280.1300048828125,283.760009765625
149,2020-08-05,277.0,280.5599975585937,268.6199951171875,278.1099853515625
150,2020-08-06,272.6300048828125,275.3900146484375,260.0,260.489990234375
151,2020-08-07,245.8300018310547,257.5,241.72999572753903,249.0
152,2020-08-10,248.1199951171875,252.6999969482422,241.3600006103516,250.0500030517578
153,2020-08-11,246.58999633789065,252.2899932861328,242.66000366210935,244.4900054931641
154,2020-08-12,244.47000122070312,247.5200042724609,240.2400054931641,240.92999267578125
155,2020-08-13,243.63999938964844,248.3500061035156,242.6100006103516,243.9900054931641
156,2020-08-14,246.0,247.0,238.51499938964844,240.05999755859372
157,2020-08-17,242.9900054931641,249.1199951171875,242.0,247.8000030517578
158,2020-08-18,250.0500030517578,254.8000030517578,247.44000244140625,251.94000244140625
159,2020-08-19,250.80999755859372,253.3999938964844,248.5,251.0
160,2020-08-20,248.0200042724609,258.6000061035156,247.0,257.6499938964844
161,2020-08-21,259.9200134277344,261.45001220703125,251.1000061035156,251.25999450683597
162,2020-08-24,254.2899932861328,254.5200042724609,240.3300018310547,245.47000122070312
163,2020-08-25,242.6999969482422,250.3600006103516,240.7100067138672,249.50999450683597
164,2020-08-26,254.0,267.94000244140625,253.1699981689453,265.0199890136719
165,2020-08-27,265.0,268.7300109863281,260.20001220703125,261.5199890136719
166,2020-08-28,264.0,274.3599853515625,262.5,264.45001220703125
167,2020-08-31,266.1400146484375,270.739990234375,261.8999938964844,269.760009765625
168,2020-09-01,274.3599853515625,283.3399963378906,272.0,273.239990234375
169,2020-09-02,279.1099853515625,279.4140014648437,258.7799987792969,264.20001220703125
170,2020-09-03,255.0200042724609,258.4200134277344,243.75999450683597,248.38999938964844
171,2020-09-04,245.1499938964844,248.0,223.00999450683597,233.5
172,2020-09-08,223.17999267578125,234.5500030517578,222.3280029296875,226.16000366210935
173,2020-09-09,233.6999969482422,235.6179962158203,226.52999877929688,233.1100006103516
174,2020-09-10,236.58999633789065,243.6699981689453,229.5500030517578,231.1699981689453
175,2020-09-11,235.50999450683597,235.50999450683597,220.88999938964844,224.41000366210935
176,2020-09-14,228.47000122070312,231.2899932861328,222.08999633789065,225.91000366210935
177,2020-09-15,228.2899932861328,231.50999450683597,222.88999938964844,226.3300018310547
178,2020-09-16,226.1000061035156,235.75,224.63499450683597,228.7400054931641
179,2020-09-17,220.0,223.1100006103516,216.22999572753903,221.8699951171875
180,2020-09-18,225.1999969482422,227.8000030517578,220.47999572753903,225.3999938964844
181,2020-09-21,224.05999755859372,238.76499938964844,222.0030059814453,238.3000030517578
182,2020-09-22,239.07000732421875,241.3800048828125,233.9720001220703,237.0
183,2020-09-23,234.57000732421875,238.72000122070312,230.88999938964844,232.0
184,2020-09-24,229.9900054931641,245.16000366210935,227.7100067138672,238.3999938964844
185,2020-09-25,238.5800018310547,246.69000244140625,234.02999877929688,245.0200042724609
186,2020-09-28,246.6100006103516,249.04800415039065,241.25999450683597,244.5200042724609
187,2020-09-29,245.0,251.7550048828125,243.0,248.8000030517578
188,2020-09-30,246.41000366210935,250.7400054931641,244.44500732421875,247.08999633789065
189,2020-10-01,249.9499969482422,258.0,247.5,256.9599914550781
190,2020-10-02,276.95001220703125,295.5199890136719,272.5,290.3599853515625
191,2020-10-05,290.0,290.8999938964844,282.3099975585937,283.0
192,2020-10-06,283.5799865722656,298.1199951171875,282.3099975585937,294.510009765625
193,2020-10-07,298.0,307.6099853515625,296.6000061035156,298.17999267578125
194,2020-10-08,303.04998779296875,306.6400146484375,297.0,299.1000061035156
195,2020-10-09,302.0,310.6400146484375,300.56500244140625,306.239990234375
196,2020-10-12,322.67999267578125,332.0,311.50799560546875,329.7200012207031
197,2020-10-13,333.3500061035156,341.70001220703125,331.7439880371094,337.8800048828125
198,2020-10-14,338.0,339.5,319.3800048828125,323.4200134277344
199,2020-10-15,313.0199890136719,327.9649963378906,310.3900146484375,325.8999938964844
200,2020-10-16,328.1000061035156,331.44000244140625,323.8059997558594,326.4700012207031
201,2020-10-19,330.0,338.8760070800781,326.44500732421875,329.5899963378906
202,2020-10-20,326.0,328.760009765625,308.5799865722656,309.3800048828125
203,2020-10-21,313.989990234375,315.7279968261719,297.3699951171875,298.70001220703125
204,2020-10-22,301.0,302.0299987792969,287.010009765625,294.0299987792969
205,2020-10-23,293.6199951171875,307.1700134277344,289.1300048828125,306.1000061035156
206,2020-10-26,308.0,312.260009765625,295.1099853515625,300.6199951171875
207,2020-10-27,297.67999267578125,300.7900085449219,285.8299865722656,286.2900085449219
208,2020-10-28,283.3999938964844,297.20001220703125,277.32000732421875,296.9599914550781
209,2020-10-29,299.75,303.69000244140625,287.79998779296875,288.5799865722656
210,2020-10-30,286.0299987792969,289.7900085449219,273.760009765625,278.9700012207031
211,2020-11-02,277.739990234375,284.6400146484375,269.70001220703125,273.3800048828125
212,2020-11-03,273.1600036621094,283.5,270.0,280.3699951171875
213,2020-11-04,293.489990234375,307.4599914550781,291.07000732421875,306.19000244140625
214,2020-11-05,314.3900146484375,314.7300109863281,299.5369873046875,307.5400085449219
215,2020-11-06,302.8900146484375,305.29998779296875,288.20001220703125,292.1300048828125
216,2020-11-09,280.0,287.6499938964844,266.1400146484375,274.0
217,2020-11-10,270.0,274.5450134277344,254.82000732421875,266.260009765625
218,2020-11-11,268.07000732421875,281.0809936523437,266.6000061035156,279.1700134277344
219,2020-11-12,280.57000732421875,288.75,278.75,285.6700134277344
220,2020-11-13,281.0899963378906,286.3399963378906,271.8559875488281,274.42999267578125
221,2020-11-16,272.1600036621094,284.9200134277344,270.70001220703125,278.5199890136719
222,2020-11-17,282.0,291.0050048828125,278.19000244140625,287.8800048828125
223,2020-11-18,286.9100036621094,288.3599853515625,278.3710021972656,278.92999267578125
224,2020-11-19,284.5,301.5599975585937,279.010009765625,295.6400146484375
225,2020-11-20,296.5,306.6000061035156,296.5,298.3099975585937
226,2020-11-23,302.20001220703125,305.6000061035156,293.8800048828125,301.7200012207031
227,2020-11-24,302.0,303.4100036621094,290.0,292.0
228,2020-11-25,292.1300048828125,307.489990234375,292.0,305.5
229,2020-11-27,308.0599975585937,321.0,307.0,319.04998779296875
230,2020-11-30,321.0,323.8900146484375,308.7300109863281,320.0899963378906
231,2020-12-01,319.7200012207031,320.94000244140625,308.0599975585937,313.5799865722656
232,2020-12-02,308.3699951171875,320.94000244140625,301.552001953125,320.3399963378906
233,2020-12-03,323.5199890136719,333.6199951171875,318.92999267578125,319.75
234,2020-12-04,319.2200012207031,323.3169860839844,314.1000061035156,319.489990234375
235,2020-12-07,315.9100036621094,316.0320129394531,308.260009765625,309.2900085449219
236,2020-12-08,311.0,326.239990234375,308.5899963378906,320.79998779296875
237,2020-12-09,319.2300109863281,321.94500732421875,305.6109924316406,312.5400085449219
238,2020-12-10,310.260009765625,338.6099853515625,307.9280090332031,334.510009765625
239,2020-12-11,333.1499938964844,346.0,330.25,342.4100036621094
240,2020-12-14,344.6000061035156,358.17999267578125,344.1000061035156,350.0899963378906
241,2020-12-15,349.75,356.8699951171875,342.1300048828125,345.1000061035156
242,2020-12-16,346.20001220703125,352.75,340.7200012207031,350.8800048828125
243,2020-12-17,356.5,365.0,353.2099914550781,361.0700073242188
244,2020-12-18,369.3200073242188,369.3900146484375,359.44000244140625,365.0299987792969
245,2020-12-21,361.2099914550781,369.3699951171875,357.45001220703125,364.8200073242188
246,2020-12-22,369.4599914550781,374.489990234375,360.8900146484375,370.75
247,2020-12-23,371.0,373.5,358.0899963378906,363.2799987792969
248,2020-12-24,365.1499938964844,371.3599853515625,361.3999938964844,362.8800048828125
249,2020-12-28,367.30999755859375,368.2879943847656,346.0,355.6600036621094
250,2020-12-29,360.0,361.4599914550781,346.739990234375,350.5
251,2020-12-30,352.3399963378906,354.989990234375,347.3800048828125,349.5599975585937
252,2020-12-31,351.70001220703125,352.0199890136719,335.9599914550781,338.5
253,2021-01-04,339.0,340.59600830078125,326.260009765625,334.5899963378906
254,2021-01-05,330.42999267578125,341.7900085449219,329.0,341.239990234375
255,2021-01-06,329.0899963378906,337.92999267578125,326.1099853515625,329.010009765625
256,2021-01-07,339.8800048828125,357.5,337.31500244140625,357.1499938964844
257,2021-01-08,362.3399963378906,373.0050048828125,355.7900085449219,360.2699890136719
258,2021-01-11,359.6000061035156,367.6799926757813,356.0,362.010009765625
259,2021-01-12,363.0,375.739990234375,362.2550048828125,375.1499938964844
260,2021-01-13,376.0,381.9549865722656,367.989990234375,369.0
261,2021-01-14,373.3299865722656,386.75,371.2250061035156,385.1000061035156
262,2021-01-15,385.0,398.2860107421875,383.3739929199219,388.6499938964844
263,2021-01-19,388.5,390.0,377.6199951171875,382.25
264,2021-01-20,388.6900024414063,394.3599853515625,383.6600036621094,392.9700012207031
265,2021-01-21,392.510009765625,394.4800109863281,383.0,389.0
266,2021-01-22,389.05999755859375,392.80999755859375,387.6799926757813,392.010009765625
267,2021-01-25,398.9500122070313,404.2699890136719,373.3399963378906,380.0
268,2021-01-26,381.2999877929688,381.2999877929688,354.45001220703125,355.1499938964844
269,2021-01-27,341.0400085449219,352.44000244140625,329.1300048828125,337.7699890136719
270,2021-01-28,345.0,366.9299926757813,341.9200134277344,360.9100036621094
271,2021-01-29,360.5,362.5289916992188,347.7699890136719,359.42999267578125
272,2021-02-01,364.0,372.0899963378906,356.0,371.5499877929688
273,2021-02-02,378.0,388.8800048828125,375.6820068359375,387.25
274,2021-02-03,391.2000122070313,393.6050109863281,381.6799926757813,389.5
275,2021-02-04,391.0,399.5,387.010009765625,399.489990234375
276,2021-02-05,398.989990234375,401.0,395.6799926757813,400.05999755859375
277,2021-02-08,402.010009765625,407.7699890136719,395.7000122070313,399.510009765625
278,2021-02-09,409.0,411.9200134277344,402.260009765625,406.5700073242188
279,2021-02-10,412.3200073242188,437.9800109863281,411.6700134277344,433.2999877929688
280,2021-02-11,428.9800109863281,441.1900024414063,422.0,433.1900024414063
281,2021-02-12,430.4100036621094,437.8999938964844,421.1799926757813,435.2900085449219
282,2021-02-16,433.9200134277344,435.75,411.5299987792969,421.260009765625
283,2021-02-17,420.0,420.0,398.0400085449219,411.6499938964844
284,2021-02-18,441.0,457.2999877929688,437.0,443.489990234375
285,2021-02-19,427.010009765625,434.3299865722656,423.9599914550781,425.5499877929688
286,2021-02-22,422.2000122070313,430.0,406.0,409.2099914550781
287,2021-02-23,388.5400085449219,414.4400024414063,371.7000122070313,410.5899963378906
288,2021-02-24,402.80999755859375,414.7250061035156,392.281005859375,408.9599914550781
289,2021-02-25,410.0,417.1099853515625,377.0700073242188,377.5899963378906
290,2021-02-26,388.1499938964844,395.0,376.0,392.8800048828125
291,2021-03-01,405.0299987792969,417.1099853515625,399.3529968261719,415.7799987792969
292,2021-03-02,416.989990234375,418.0,393.6449890136719,394.6199951171875
293,2021-03-03,390.5299987792969,393.0499877929688,361.1099853515625,364.5199890136719
294,2021-03-04,356.9700012207031,371.6799926757813,328.1000061035156,346.04998779296875
295,2021-03-05,350.0,350.3599853515625,311.44000244140625,337.2799987792969
296,2021-03-08,338.8399963378906,349.4599914550781,320.0,320.5899963378906
297,2021-03-09,352.260009765625,365.9599914550781,343.739990234375,362.3599853515625
298,2021-03-10,373.0,377.0,351.1199951171875,352.7699890136719
299,2021-03-11,370.0199890136719,377.1400146484375,362.6000061035156,374.25
300,2021-03-12,368.0,371.3500061035156,357.5950012207031,369.0299987792969
301,2021-03-15,366.6799926757813,369.9700012207031,361.010009765625,369.5799865722656
